SIM G1 G2 G3 G4 G5 G6 G7 G8 G9 G10
SIM5362 GCF_009940325.1_cds_from_genomic.fna.gz GCF_001683255.1_cds_from_genomic.fna.gz GCF_000219455.1_cds_from_genomic.fna.gz GCF_002812445.1_cds_from_genomic.fna.gz GCF_006337405.1_cds_from_genomic.fna.gz GCF_001007145.1_cds_from_genomic.fna.gz GCF_001007065.1_cds_from_genomic.fna.gz GCF_002197325.1_cds_from_genomic.fna.gz GCF_001506205.1_cds_from_genomic.fna.gz GCF_000441585.1_cds_from_genomic.fna.gz
SIM5363 GCF_000224555.1_cds_from_genomic.fna.gz GCF_006770485.1_cds_from_genomic.fna.gz GCF_000452705.1_cds_from_genomic.fna.gz GCF_008386335.1_cds_from_genomic.fna.gz GCF_001885215.1_cds_from_genomic.fna.gz GCF_003253775.1_cds_from_genomic.fna.gz GCF_000015605.1_cds_from_genomic.fna.gz GCF_000959185.1_cds_from_genomic.fna.gz GCF_000011165.1_cds_from_genomic.fna.gz GCF_000070605.1_cds_from_genomic.fna.gz
SIM5364 GCF_000013085.1_cds_from_genomic.fna.gz GCF_004348075.1_cds_from_genomic.fna.gz GCF_003061265.1_cds_from_genomic.fna.gz GCF_009833005.1_cds_from_genomic.fna.gz GCF_000143865.1_cds_from_genomic.fna.gz GCF_002886775.1_cds_from_genomic.fna.gz GCF_001697485.1_cds_from_genomic.fna.gz GCF_007794935.1_cds_from_genomic.fna.gz GCF_002208115.1_cds_from_genomic.fna.gz GCF_900638605.1_cds_from_genomic.fna.gz
SIM5365 GCF_000764575.1_cds_from_genomic.fna.gz GCF_003253775.1_cds_from_genomic.fna.gz GCF_000010505.1_cds_from_genomic.fna.gz GCF_900236495.1_cds_from_genomic.fna.gz GCF_001293065.1_cds_from_genomic.fna.gz GCF_000183285.1_cds_from_genomic.fna.gz GCF_004295525.1_cds_from_genomic.fna.gz GCF_002753975.1_cds_from_genomic.fna.gz GCF_001448985.1_cds_from_genomic.fna.gz GCF_000328665.1_cds_from_genomic.fna.gz
SIM5366 GCF_001296965.1_cds_from_genomic.fna.gz GCF_000277205.1_cds_from_genomic.fna.gz GCF_000828535.1_cds_from_genomic.fna.gz GCF_002128005.1_cds_from_genomic.fna.gz GCF_900236435.1_cds_from_genomic.fna.gz GCF_000013405.1_cds_from_genomic.fna.gz GCF_004006195.1_cds_from_genomic.fna.gz GCF_000046685.1_cds_from_genomic.fna.gz GCF_000294715.1_cds_from_genomic.fna.gz GCF_002762155.1_cds_from_genomic.fna.gz
SIM5367 GCF_000816165.1_cds_from_genomic.fna.gz GCF_000604105.1_cds_from_genomic.fna.gz GCF_000347615.1_cds_from_genomic.fna.gz GCF_003515245.1_cds_from_genomic.fna.gz GCF_002952475.1_cds_from_genomic.fna.gz GCF_000828935.1_cds_from_genomic.fna.gz GCF_000740195.1_cds_from_genomic.fna.gz GCF_002850115.1_cds_from_genomic.fna.gz GCF_000195085.1_cds_from_genomic.fna.gz GCF_002005525.1_cds_from_genomic.fna.gz
SIM5368 GCF_900236585.1_cds_from_genomic.fna.gz GCF_001469595.1_cds_from_genomic.fna.gz GCF_900186855.1_cds_from_genomic.fna.gz GCF_002128285.1_cds_from_genomic.fna.gz GCF_000970265.1_cds_from_genomic.fna.gz GCF_000015825.1_cds_from_genomic.fna.gz GCF_000277385.1_cds_from_genomic.fna.gz GCF_001712835.1_cds_from_genomic.fna.gz GCF_000191425.1_cds_from_genomic.fna.gz GCF_000195975.1_cds_from_genomic.fna.gz
SIM5369 GCF_900236515.1_cds_from_genomic.fna.gz GCF_001581895.1_cds_from_genomic.fna.gz GCF_000968375.1_cds_from_genomic.fna.gz GCF_002310455.2_cds_from_genomic.fna.gz GCF_002905815.2_cds_from_genomic.fna.gz GCF_003410255.1_cds_from_genomic.fna.gz GCF_000217615.1_cds_from_genomic.fna.gz GCF_000786735.1_cds_from_genomic.fna.gz GCF_000442435.1_cds_from_genomic.fna.gz GCF_008728915.1_cds_from_genomic.fna.gz
SIM5370 GCF_900236535.1_cds_from_genomic.fna.gz GCF_000091565.1_cds_from_genomic.fna.gz GCF_001683295.1_cds_from_genomic.fna.gz GCF_000017625.1_cds_from_genomic.fna.gz GCF_007923205.1_cds_from_genomic.fna.gz GCF_001887535.1_cds_from_genomic.fna.gz GCF_010978155.1_cds_from_genomic.fna.gz GCF_004101545.1_cds_from_genomic.fna.gz GCF_002446955.1_cds_from_genomic.fna.gz GCF_000294695.2_cds_from_genomic.fna.gz
SIM5371 GCF_001669145.2_cds_from_genomic.fna.gz GCF_001506965.1_cds_from_genomic.fna.gz GCF_000830865.1_cds_from_genomic.fna.gz GCF_002447155.1_cds_from_genomic.fna.gz GCF_000740215.1_cds_from_genomic.fna.gz GCF_002447455.1_cds_from_genomic.fna.gz GCF_900155855.1_cds_from_genomic.fna.gz GCF_001753325.1_cds_from_genomic.fna.gz GCF_000235585.1_cds_from_genomic.fna.gz GCF_009944075.1_cds_from_genomic.fna.gz
SIM5372 GCF_002777055.1_cds_from_genomic.fna.gz GCF_002777135.1_cds_from_genomic.fna.gz GCF_012225685.1_cds_from_genomic.fna.gz GCF_001683195.1_cds_from_genomic.fna.gz GCF_000698475.1_cds_from_genomic.fna.gz GCF_004168305.1_cds_from_genomic.fna.gz GCF_002886505.1_cds_from_genomic.fna.gz GCF_001506225.1_cds_from_genomic.fna.gz GCF_001552035.1_cds_from_genomic.fna.gz GCF_000382905.1_cds_from_genomic.fna.gz
SIM5373 GCF_000742655.1_cds_from_genomic.fna.gz GCF_000817065.1_cds_from_genomic.fna.gz GCF_009177345.1_cds_from_genomic.fna.gz GCF_000833065.1_cds_from_genomic.fna.gz GCF_000340785.1_cds_from_genomic.fna.gz GCF_002859325.1_cds_from_genomic.fna.gz GCF_002881595.1_cds_from_genomic.fna.gz GCF_000007905.1_cds_from_genomic.fna.gz GCF_002953935.1_cds_from_genomic.fna.gz GCF_012225225.1_cds_from_genomic.fna.gz
SIM5374 GCF_000828535.1_cds_from_genomic.fna.gz GCF_000418325.1_cds_from_genomic.fna.gz GCF_004792555.1_cds_from_genomic.fna.gz GCF_002110945.1_cds_from_genomic.fna.gz GCF_000008525.1_cds_from_genomic.fna.gz GCF_000834845.1_cds_from_genomic.fna.gz GCF_900119775.1_cds_from_genomic.fna.gz GCF_003515445.1_cds_from_genomic.fna.gz GCF_000318765.1_cds_from_genomic.fna.gz GCF_001552035.1_cds_from_genomic.fna.gz
SIM5375 GCF_001314265.1_cds_from_genomic.fna.gz GCF_001483905.1_cds_from_genomic.fna.gz GCF_001506745.1_cds_from_genomic.fna.gz GCF_002859305.1_cds_from_genomic.fna.gz GCF_000834275.1_cds_from_genomic.fna.gz GCF_000302555.5_cds_from_genomic.fna.gz GCF_002128005.1_cds_from_genomic.fna.gz GCF_006770505.1_cds_from_genomic.fna.gz GCF_002302355.1_cds_from_genomic.fna.gz GCF_002591665.3_cds_from_genomic.fna.gz
SIM5376 GCF_004209775.1_cds_from_genomic.fna.gz GCF_000988395.1_cds_from_genomic.fna.gz GCF_000835225.1_cds_from_genomic.fna.gz GCF_002882275.1_cds_from_genomic.fna.gz GCF_000219535.2_cds_from_genomic.fna.gz GCF_000970245.1_cds_from_genomic.fna.gz GCF_003966855.1_cds_from_genomic.fna.gz GCF_006274235.1_cds_from_genomic.fna.gz GCF_002591665.3_cds_from_genomic.fna.gz GCF_000834845.1_cds_from_genomic.fna.gz
SIM5377 GCF_001636235.1_cds_from_genomic.fna.gz GCF_000148915.1_cds_from_genomic.fna.gz GCF_001042875.1_cds_from_genomic.fna.gz GCF_001687645.1_cds_from_genomic.fna.gz GCF_003931755.1_cds_from_genomic.fna.gz GCF_000015485.1_cds_from_genomic.fna.gz GCF_003382915.1_cds_from_genomic.fna.gz GCF_003948455.2_cds_from_genomic.fna.gz GCF_000317875.1_cds_from_genomic.fna.gz GCF_001697565.1_cds_from_genomic.fna.gz
SIM5378 GCF_001697845.1_cds_from_genomic.fna.gz GCF_000833495.1_cds_from_genomic.fna.gz GCF_000973525.1_cds_from_genomic.fna.gz GCF_001296095.1_cds_from_genomic.fna.gz GCF_003286955.1_cds_from_genomic.fna.gz GCF_000021245.2_cds_from_genomic.fna.gz GCF_004771115.1_cds_from_genomic.fna.gz GCF_001551895.1_cds_from_genomic.fna.gz GCF_000427075.1_cds_from_genomic.fna.gz GCF_001752805.1_cds_from_genomic.fna.gz
SIM5379 GCF_002191615.1_cds_from_genomic.fna.gz GCF_900636705.1_cds_from_genomic.fna.gz GCF_003999605.1_cds_from_genomic.fna.gz GCF_000835345.1_cds_from_genomic.fna.gz GCF_006401635.1_cds_from_genomic.fna.gz GCF_009913615.1_cds_from_genomic.fna.gz GCF_002706325.1_cds_from_genomic.fna.gz GCF_000441615.1_cds_from_genomic.fna.gz GCF_001938725.1_cds_from_genomic.fna.gz GCF_000695975.1_cds_from_genomic.fna.gz
SIM5380 GCF_001314285.1_cds_from_genomic.fna.gz GCF_004355405.1_cds_from_genomic.fna.gz GCF_000179235.2_cds_from_genomic.fna.gz GCF_009664695.1_cds_from_genomic.fna.gz GCF_000011485.1_cds_from_genomic.fna.gz GCF_000007525.1_cds_from_genomic.fna.gz GCF_000012545.1_cds_from_genomic.fna.gz GCF_001908255.1_cds_from_genomic.fna.gz GCF_001895845.1_cds_from_genomic.fna.gz GCF_003999605.1_cds_from_genomic.fna.gz
SIM5381 GCF_000761175.1_cds_from_genomic.fna.gz GCF_000737575.1_cds_from_genomic.fna.gz GCF_000756025.1_cds_from_genomic.fna.gz GCF_002952355.1_cds_from_genomic.fna.gz GCF_000277405.1_cds_from_genomic.fna.gz GCF_000328625.1_cds_from_genomic.fna.gz GCF_001183845.1_cds_from_genomic.fna.gz GCF_000311765.1_cds_from_genomic.fna.gz GCF_000018925.1_cds_from_genomic.fna.gz GCF_002892555.1_cds_from_genomic.fna.gz
SIM5382 GCF_000154605.2_cds_from_genomic.fna.gz GCF_000026905.1_cds_from_genomic.fna.gz GCF_007843715.1_cds_from_genomic.fna.gz GCF_000007985.2_cds_from_genomic.fna.gz GCF_001043295.1_cds_from_genomic.fna.gz GCF_002776735.1_cds_from_genomic.fna.gz GCF_001027005.1_cds_from_genomic.fna.gz GCF_000786505.1_cds_from_genomic.fna.gz GCF_003355415.1_cds_from_genomic.fna.gz GCF_001272835.1_cds_from_genomic.fna.gz
SIM5383 GCF_900004845.1_cds_from_genomic.fna.gz GCF_000022825.1_cds_from_genomic.fna.gz GCF_000025965.1_cds_from_genomic.fna.gz GCF_008330785.1_cds_from_genomic.fna.gz GCF_004355365.1_cds_from_genomic.fna.gz GCF_001506645.1_cds_from_genomic.fna.gz GCF_001186465.1_cds_from_genomic.fna.gz GCF_002881335.1_cds_from_genomic.fna.gz GCF_000014925.1_cds_from_genomic.fna.gz GCF_006337875.1_cds_from_genomic.fna.gz
SIM5384 GCF_005937985.2_cds_from_genomic.fna.gz GCF_003591615.1_cds_from_genomic.fna.gz GCF_002214245.1_cds_from_genomic.fna.gz GCF_000023805.1_cds_from_genomic.fna.gz GCF_003627355.1_cds_from_genomic.fna.gz GCF_000327485.1_cds_from_genomic.fna.gz GCF_000833475.1_cds_from_genomic.fna.gz GCF_000008485.1_cds_from_genomic.fna.gz GCF_001647835.1_cds_from_genomic.fna.gz GCF_000829175.1_cds_from_genomic.fna.gz
SIM5385 GCF_007836735.1_cds_from_genomic.fna.gz GCF_003798205.1_cds_from_genomic.fna.gz GCF_002088315.1_cds_from_genomic.fna.gz GCF_003402895.1_cds_from_genomic.fna.gz GCF_001580385.1_cds_from_genomic.fna.gz GCF_000302475.2_cds_from_genomic.fna.gz GCF_000014965.1_cds_from_genomic.fna.gz GCF_000953235.1_cds_from_genomic.fna.gz GCF_001272715.1_cds_from_genomic.fna.gz GCF_004015185.1_cds_from_genomic.fna.gz
SIM5386 GCF_002950495.2_cds_from_genomic.fna.gz GCF_900638445.1_cds_from_genomic.fna.gz GCF_001506465.1_cds_from_genomic.fna.gz GCF_001929095.2_cds_from_genomic.fna.gz GCF_012272735.1_cds_from_genomic.fna.gz GCF_000761175.1_cds_from_genomic.fna.gz GCF_002881375.1_cds_from_genomic.fna.gz GCF_003627355.1_cds_from_genomic.fna.gz GCF_000237865.1_cds_from_genomic.fna.gz GCF_000400855.1_cds_from_genomic.fna.gz
SIM5387 GCF_900235825.1_cds_from_genomic.fna.gz GCF_000988395.1_cds_from_genomic.fna.gz GCF_000277385.1_cds_from_genomic.fna.gz GCF_001653475.1_cds_from_genomic.fna.gz GCF_900489705.1_cds_from_genomic.fna.gz GCF_000011405.1_cds_from_genomic.fna.gz GCF_000756185.1_cds_from_genomic.fna.gz GCF_000222975.1_cds_from_genomic.fna.gz GCF_001507205.1_cds_from_genomic.fna.gz GCF_001190865.1_cds_from_genomic.fna.gz
SIM5388 GCF_007431745.1_cds_from_genomic.fna.gz GCF_008086305.1_cds_from_genomic.fna.gz GCF_002881775.1_cds_from_genomic.fna.gz GCF_000755865.1_cds_from_genomic.fna.gz GCF_001697205.1_cds_from_genomic.fna.gz GCF_001506445.1_cds_from_genomic.fna.gz GCF_000186725.1_cds_from_genomic.fna.gz GCF_000022825.1_cds_from_genomic.fna.gz GCF_000009085.1_cds_from_genomic.fna.gz GCF_003516045.1_cds_from_genomic.fna.gz
SIM5389 GCF_010092485.1_cds_from_genomic.fna.gz GCF_000833105.2_cds_from_genomic.fna.gz GCF_004792615.1_cds_from_genomic.fna.gz GCF_005221445.1_cds_from_genomic.fna.gz GCF_001647895.1_cds_from_genomic.fna.gz GCF_009943805.1_cds_from_genomic.fna.gz GCF_001715485.1_cds_from_genomic.fna.gz GCF_002753955.1_cds_from_genomic.fna.gz GCF_001655535.1_cds_from_genomic.fna.gz GCF_003931775.1_cds_from_genomic.fna.gz
SIM5390 GCF_001593765.1_cds_from_genomic.fna.gz GCF_005937985.2_cds_from_genomic.fna.gz GCF_002881495.1_cds_from_genomic.fna.gz GCF_000224535.1_cds_from_genomic.fna.gz GCF_002895125.1_cds_from_genomic.fna.gz GCF_002762115.1_cds_from_genomic.fna.gz GCF_000238175.1_cds_from_genomic.fna.gz GCF_000239175.1_cds_from_genomic.fna.gz GCF_000832565.1_cds_from_genomic.fna.gz GCF_006337465.1_cds_from_genomic.fna.gz
SIM5391 GCF_000277185.1_cds_from_genomic.fna.gz GCF_005221465.1_cds_from_genomic.fna.gz GCF_001752725.1_cds_from_genomic.fna.gz GCF_000154585.2_cds_from_genomic.fna.gz GCF_007431185.1_cds_from_genomic.fna.gz GCF_000242855.2_cds_from_genomic.fna.gz GCF_002777055.1_cds_from_genomic.fna.gz GCF_001043255.1_cds_from_genomic.fna.gz GCF_001077555.2_cds_from_genomic.fna.gz GCF_002776995.1_cds_from_genomic.fna.gz
SIM5392 GCF_009939825.1_cds_from_genomic.fna.gz GCF_002752655.1_cds_from_genomic.fna.gz GCF_010119915.1_cds_from_genomic.fna.gz GCF_000015925.1_cds_from_genomic.fna.gz GCF_000015565.1_cds_from_genomic.fna.gz GCF_000015605.1_cds_from_genomic.fna.gz GCF_007794935.1_cds_from_genomic.fna.gz GCF_000277205.1_cds_from_genomic.fna.gz GCF_001887575.1_cds_from_genomic.fna.gz GCF_000832425.1_cds_from_genomic.fna.gz
SIM5393 GCF_003515185.1_cds_from_genomic.fna.gz GCF_003003515.1_cds_from_genomic.fna.gz GCF_000012245.1_cds_from_genomic.fna.gz GCF_002447255.1_cds_from_genomic.fna.gz GCF_008831445.1_cds_from_genomic.fna.gz GCF_900636985.1_cds_from_genomic.fna.gz GCF_000270305.1_cds_from_genomic.fna.gz GCF_000834825.1_cds_from_genomic.fna.gz GCF_001697985.1_cds_from_genomic.fna.gz GCF_001746615.1_cds_from_genomic.fna.gz
SIM5394 GCF_000016165.1_cds_from_genomic.fna.gz GCF_000572175.1_cds_from_genomic.fna.gz GCF_009939765.1_cds_from_genomic.fna.gz GCF_002197325.1_cds_from_genomic.fna.gz GCF_001517645.1_cds_from_genomic.fna.gz GCF_000959225.1_cds_from_genomic.fna.gz GCF_006337745.1_cds_from_genomic.fna.gz GCF_002072775.2_cds_from_genomic.fna.gz GCF_000699025.1_cds_from_genomic.fna.gz GCF_000828795.1_cds_from_genomic.fna.gz
SIM5395 GCF_900638555.1_cds_from_genomic.fna.gz GCF_003410255.1_cds_from_genomic.fna.gz GCF_003798425.1_cds_from_genomic.fna.gz GCF_004006115.1_cds_from_genomic.fna.gz GCF_008245105.1_cds_from_genomic.fna.gz GCF_001891105.1_cds_from_genomic.fna.gz GCF_001913215.1_cds_from_genomic.fna.gz GCF_000148855.1_cds_from_genomic.fna.gz GCF_001752965.1_cds_from_genomic.fna.gz GCF_003814345.1_cds_from_genomic.fna.gz
SIM5396 GCF_005862325.1_cds_from_genomic.fna.gz GCF_000970165.1_cds_from_genomic.fna.gz GCF_011290405.1_cds_from_genomic.fna.gz GCF_000092625.1_cds_from_genomic.fna.gz GCF_002881375.1_cds_from_genomic.fna.gz GCF_001183765.1_cds_from_genomic.fna.gz GCF_007844075.1_cds_from_genomic.fna.gz GCF_007431745.1_cds_from_genomic.fna.gz GCF_000740295.1_cds_from_genomic.fna.gz GCF_900236415.1_cds_from_genomic.fna.gz
SIM5397 GCF_000023085.1_cds_from_genomic.fna.gz GCF_005576935.1_cds_from_genomic.fna.gz GCF_002024325.1_cds_from_genomic.fna.gz GCF_000092045.1_cds_from_genomic.fna.gz GCF_000010225.1_cds_from_genomic.fna.gz GCF_002116955.1_cds_from_genomic.fna.gz GCF_002859285.1_cds_from_genomic.fna.gz GCF_000248415.2_cds_from_genomic.fna.gz GCF_000807315.1_cds_from_genomic.fna.gz GCF_000698805.1_cds_from_genomic.fna.gz
SIM5398 GCF_004028335.1_cds_from_genomic.fna.gz GCF_000832665.1_cds_from_genomic.fna.gz GCF_000175255.2_cds_from_genomic.fna.gz GCF_000277285.1_cds_from_genomic.fna.gz GCF_000195975.1_cds_from_genomic.fna.gz GCF_003546905.1_cds_from_genomic.fna.gz GCF_002220815.1_cds_from_genomic.fna.gz GCF_900119765.1_cds_from_genomic.fna.gz GCF_001870185.1_cds_from_genomic.fna.gz GCF_001990245.1_cds_from_genomic.fna.gz
SIM5399 GCF_003355415.1_cds_from_genomic.fna.gz GCF_900236565.1_cds_from_genomic.fna.gz GCF_003004315.1_cds_from_genomic.fna.gz GCF_000203895.1_cds_from_genomic.fna.gz GCF_900636835.1_cds_from_genomic.fna.gz GCF_008761615.1_cds_from_genomic.fna.gz GCF_001697945.1_cds_from_genomic.fna.gz GCF_008033255.1_cds_from_genomic.fna.gz GCF_009738515.1_cds_from_genomic.fna.gz GCF_000834415.1_cds_from_genomic.fna.gz
SIM5400 GCF_003427055.1_cds_from_genomic.fna.gz GCF_000192885.1_cds_from_genomic.fna.gz GCF_007844075.1_cds_from_genomic.fna.gz GCF_004103495.1_cds_from_genomic.fna.gz GCF_000400615.1_cds_from_genomic.fna.gz GCF_003522665.1_cds_from_genomic.fna.gz GCF_002158845.1_cds_from_genomic.fna.gz GCF_003491425.1_cds_from_genomic.fna.gz GCF_002556585.1_cds_from_genomic.fna.gz GCF_003692675.1_cds_from_genomic.fna.gz
SIM5401 GCF_002191915.1_cds_from_genomic.fna.gz GCF_001272815.1_cds_from_genomic.fna.gz GCF_001719085.1_cds_from_genomic.fna.gz GCF_003355315.1_cds_from_genomic.fna.gz GCF_007844035.1_cds_from_genomic.fna.gz GCF_002716905.2_cds_from_genomic.fna.gz GCF_000195955.2_cds_from_genomic.fna.gz GCF_004103495.1_cds_from_genomic.fna.gz GCF_008824205.1_cds_from_genomic.fna.gz GCF_003382775.1_cds_from_genomic.fna.gz
SIM5402 GCF_000600045.1_cds_from_genomic.fna.gz GCF_003491425.1_cds_from_genomic.fna.gz GCF_001697805.1_cds_from_genomic.fna.gz GCF_900119765.1_cds_from_genomic.fna.gz GCF_000007385.1_cds_from_genomic.fna.gz GCF_003589725.1_cds_from_genomic.fna.gz GCF_000179235.2_cds_from_genomic.fna.gz GCF_001752945.1_cds_from_genomic.fna.gz GCF_000730205.1_cds_from_genomic.fna.gz GCF_010978155.1_cds_from_genomic.fna.gz
SIM5403 GCF_000009125.1_cds_from_genomic.fna.gz GCF_900175995.1_cds_from_genomic.fna.gz GCF_000007865.1_cds_from_genomic.fna.gz GCF_001593765.1_cds_from_genomic.fna.gz GCF_000166635.1_cds_from_genomic.fna.gz GCF_001753125.1_cds_from_genomic.fna.gz GCF_000832465.1_cds_from_genomic.fna.gz GCF_002777135.1_cds_from_genomic.fna.gz GCF_000009145.1_cds_from_genomic.fna.gz GCF_003966655.1_cds_from_genomic.fna.gz
SIM5404 GCF_000014565.1_cds_from_genomic.fna.gz GCF_001444325.1_cds_from_genomic.fna.gz GCF_008728915.1_cds_from_genomic.fna.gz GCF_000007765.2_cds_from_genomic.fna.gz GCF_000240055.1_cds_from_genomic.fna.gz GCF_003010675.1_cds_from_genomic.fna.gz GCF_001188695.1_cds_from_genomic.fna.gz GCF_003966655.1_cds_from_genomic.fna.gz GCF_005156105.1_cds_from_genomic.fna.gz GCF_900638665.1_cds_from_genomic.fna.gz
SIM5405 GCF_003606245.1_cds_from_genomic.fna.gz GCF_002023005.1_cds_from_genomic.fna.gz GCF_002446955.1_cds_from_genomic.fna.gz GCF_000834495.1_cds_from_genomic.fna.gz GCF_900638475.1_cds_from_genomic.fna.gz GCF_009664695.1_cds_from_genomic.fna.gz GCF_005080965.1_cds_from_genomic.fna.gz GCF_000008605.1_cds_from_genomic.fna.gz GCF_003798465.1_cds_from_genomic.fna.gz GCF_900638445.1_cds_from_genomic.fna.gz
SIM5406 GCF_002951975.1_cds_from_genomic.fna.gz GCF_000021445.1_cds_from_genomic.fna.gz GCF_000304495.1_cds_from_genomic.fna.gz GCF_001704955.2_cds_from_genomic.fna.gz GCF_001007085.1_cds_from_genomic.fna.gz GCF_001447865.2_cds_from_genomic.fna.gz GCF_000626595.1_cds_from_genomic.fna.gz GCF_002868775.1_cds_from_genomic.fna.gz GCF_900235835.1_cds_from_genomic.fna.gz GCF_003955815.1_cds_from_genomic.fna.gz
SIM5407 GCF_000011965.2_cds_from_genomic.fna.gz GCF_003355435.1_cds_from_genomic.fna.gz GCF_000959125.1_cds_from_genomic.fna.gz GCF_001022115.1_cds_from_genomic.fna.gz GCF_009498375.1_cds_from_genomic.fna.gz GCF_000018065.1_cds_from_genomic.fna.gz GCF_002448135.1_cds_from_genomic.fna.gz GCF_000195955.2_cds_from_genomic.fna.gz GCF_002197085.1_cds_from_genomic.fna.gz GCF_900235865.1_cds_from_genomic.fna.gz
SIM5408 GCF_002850095.1_cds_from_genomic.fna.gz GCF_003431865.1_cds_from_genomic.fna.gz GCF_010917555.1_cds_from_genomic.fna.gz GCF_002995555.1_cds_from_genomic.fna.gz GCF_000022005.1_cds_from_genomic.fna.gz GCF_000018445.1_cds_from_genomic.fna.gz GCF_003030185.1_cds_from_genomic.fna.gz GCF_001580385.1_cds_from_genomic.fna.gz GCF_000318765.1_cds_from_genomic.fna.gz GCF_001007065.1_cds_from_genomic.fna.gz
SIM5409 GCF_000010305.1_cds_from_genomic.fna.gz GCF_000148665.1_cds_from_genomic.fna.gz GCF_003293655.1_cds_from_genomic.fna.gz GCF_002504145.1_cds_from_genomic.fna.gz GCF_004008095.1_cds_from_genomic.fna.gz GCF_001750145.1_cds_from_genomic.fna.gz GCF_001188815.1_cds_from_genomic.fna.gz GCF_002891845.2_cds_from_genomic.fna.gz GCF_000346065.1_cds_from_genomic.fna.gz GCF_000834355.1_cds_from_genomic.fna.gz
SIM5410 GCF_900478175.1_cds_from_genomic.fna.gz GCF_008831465.1_cds_from_genomic.fna.gz GCF_000952915.1_cds_from_genomic.fna.gz GCF_001573125.1_cds_from_genomic.fna.gz GCF_002894285.1_cds_from_genomic.fna.gz GCF_001506745.1_cds_from_genomic.fna.gz GCF_002393385.1_cds_from_genomic.fna.gz GCF_000439295.2_cds_from_genomic.fna.gz GCF_002447115.1_cds_from_genomic.fna.gz GCF_007833935.1_cds_from_genomic.fna.gz
SIM5411 GCF_002504145.1_cds_from_genomic.fna.gz GCF_000145845.2_cds_from_genomic.fna.gz GCF_000269965.1_cds_from_genomic.fna.gz GCF_900536895.1_cds_from_genomic.fna.gz GCF_011390865.1_cds_from_genomic.fna.gz GCF_003382815.1_cds_from_genomic.fna.gz GCF_000016445.1_cds_from_genomic.fna.gz GCF_001263815.1_cds_from_genomic.fna.gz GCF_003061265.1_cds_from_genomic.fna.gz GCF_001951295.1_cds_from_genomic.fna.gz
SIM5412 GCF_003402915.1_cds_from_genomic.fna.gz GCF_002090295.1_cds_from_genomic.fna.gz GCF_000954175.1_cds_from_genomic.fna.gz GCF_900236395.1_cds_from_genomic.fna.gz GCF_007567505.1_cds_from_genomic.fna.gz GCF_001683155.1_cds_from_genomic.fna.gz GCF_001506945.1_cds_from_genomic.fna.gz GCF_003355235.1_cds_from_genomic.fna.gz GCF_006351925.1_cds_from_genomic.fna.gz GCF_004008095.1_cds_from_genomic.fna.gz
SIM5413 GCF_000168315.3_cds_from_genomic.fna.gz GCF_009296005.1_cds_from_genomic.fna.gz GCF_006400955.1_cds_from_genomic.fna.gz GCF_000740435.1_cds_from_genomic.fna.gz GCF_001659745.1_cds_from_genomic.fna.gz GCF_001188695.1_cds_from_genomic.fna.gz GCF_012935105.1_cds_from_genomic.fna.gz GCF_003265005.1_cds_from_genomic.fna.gz GCF_000277365.1_cds_from_genomic.fna.gz GCF_011765485.1_cds_from_genomic.fna.gz
SIM5414 GCF_001865435.1_cds_from_genomic.fna.gz GCF_001506365.1_cds_from_genomic.fna.gz GCF_001697965.1_cds_from_genomic.fna.gz GCF_000013385.1_cds_from_genomic.fna.gz GCF_004136355.1_cds_from_genomic.fna.gz GCF_001636235.1_cds_from_genomic.fna.gz GCF_900489715.1_cds_from_genomic.fna.gz GCF_000091345.1_cds_from_genomic.fna.gz GCF_002128005.1_cds_from_genomic.fna.gz GCF_003030185.1_cds_from_genomic.fna.gz
SIM5415 GCF_012220765.1_cds_from_genomic.fna.gz GCF_002447555.1_cds_from_genomic.fna.gz GCF_001700895.1_cds_from_genomic.fna.gz GCF_009936175.1_cds_from_genomic.fna.gz GCF_004355425.1_cds_from_genomic.fna.gz GCF_002706795.1_cds_from_genomic.fna.gz GCF_003382855.1_cds_from_genomic.fna.gz GCF_000021485.1_cds_from_genomic.fna.gz GCF_002128165.1_cds_from_genomic.fna.gz GCF_000939415.2_cds_from_genomic.fna.gz
SIM5416 GCF_009913635.1_cds_from_genomic.fna.gz GCF_000632815.1_cds_from_genomic.fna.gz GCF_900638595.1_cds_from_genomic.fna.gz GCF_004792555.1_cds_from_genomic.fna.gz GCF_002591295.1_cds_from_genomic.fna.gz GCF_001753305.1_cds_from_genomic.fna.gz GCF_000016925.1_cds_from_genomic.fna.gz GCF_000756545.1_cds_from_genomic.fna.gz GCF_000046685.1_cds_from_genomic.fna.gz GCF_009739575.1_cds_from_genomic.fna.gz
SIM5417 GCF_000725325.1_cds_from_genomic.fna.gz GCF_002023005.1_cds_from_genomic.fna.gz GCF_002906495.1_cds_from_genomic.fna.gz GCF_000145845.2_cds_from_genomic.fna.gz GCF_001506705.1_cds_from_genomic.fna.gz GCF_002209045.1_cds_from_genomic.fna.gz GCF_001548355.1_cds_from_genomic.fna.gz GCF_001280225.1_cds_from_genomic.fna.gz GCF_003515365.1_cds_from_genomic.fna.gz GCF_000828015.1_cds_from_genomic.fna.gz
